LoanID,loan_amnt,purpose,fico,dti,income,loanIndicator
9699,8000,home_improvement,667,6.2,85e3,1
9700,9000,debt_consolidation,702,8.94,174708,1
9701,25000,debt_consolidation,737,7.93,100596,1
9702,25475,debt_consolidation,722,23.52,48e3,1
9704,6075,debt_consolidation,672,20.06,19200,1
9705,20000,debt_consolidation,772,25.71,38e3,1
9706,30000,home_improvement,697,16.13,84e3,1
9708,8000,home_improvement,737,15.81,96e3,0
9709,25000,other,757,14.41,90372,1
9711,20000,small_business,682,8.72,72e3,1
9712,35000,debt_consolidation,747,25.13,65e3,1
9713,10000,debt_consolidation,737,7.43,46e3,1
9715,9200,debt_consolidation,702,15.93,30200,1
9716,16000,other,742,23.86,51646,0
9718,9300,home_improvement,727,21.84,51e3,1
9720,6500,debt_consolidation,672,11.11,21600,0
9722,35000,debt_consolidation,682,23.22,123e3,1
9723,15775,debt_consolidation,712,24.08,45e3,1
9724,24000,debt_consolidation,732,19.66,1e5,1
9726,16000,debt_consolidation,697,7.17,93e3,0
9729,8000,other,762,8.28,14e4,1
9730,4000,vacation_wedding,697,22.32,3e4,1
9731,8000,debt_consolidation,712,14.76,9e4,1
9733,25000,debt_consolidation,722,15.27,8e4,1
9735,29700,debt_consolidation,737,26.53,75e3,1
9736,4500,debt_consolidation,737,11.6,48e3,0
9738,14900,debt_consolidation,667,18.12,6e4,1
9740,6000,other,757,2.83,14e4,1
9741,15000,debt_consolidation,662,14.76,50880,1
9742,8000,home_improvement,772,0.26,68e3,1
9743,28000,debt_consolidation,757,15.49,84e3,1
9744,12000,home_improvement,702,12.83,85e3,1
9746,12000,debt_consolidation,737,7.04,1e5,1
9747,5000,home_improvement,697,18.64,99e3,1
9748,20000,debt_consolidation,682,20.7,38727.12,0
9749,10000,debt_consolidation,697,24.16,72972.35,1
9750,25000,home_improvement,667,14.41,8e4,0
9752,3200,major_purchase,722,12.55,35e3,1
9755,16800,debt_consolidation,742,12.32,52600,1
9756,20000,debt_consolidation,732,17.62,63e3,1
9757,13250,medical,667,18.14,35e3,1
9759,3000,other,687,8.36,52800,1
9760,35000,debt_consolidation,687,13.72,72e3,0
9762,35000,debt_consolidation,747,9.96,146e3,1
9766,34800,debt_consolidation,717,8.38,12e4,1
9768,14000,debt_consolidation,702,23.35,71e3,1
9769,4000,debt_consolidation,722,23.29,26280,1
9770,10000,debt_consolidation,662,12.73,56e3,0
9772,14000,debt_consolidation,757,3.17,7e4,1
9773,19700,debt_consolidation,717,16.51,45e3,1
9774,5000,medical,792,3.16,6e4,1
9776,5700,debt_consolidation,682,17.05,41033,1
9777,1875,debt_consolidation,722,24.47,15204,0
9778,9000,debt_consolidation,742,19.9,72e3,1
9779,21250,major_purchase,692,15.63,4e4,1
9782,28000,debt_consolidation,767,17.75,62e3,1
9783,5000,debt_consolidation,702,21.08,115e3,1
9784,15000,small_business,712,16.16,95e3,1
9785,17300,home_improvement,697,10.49,56400,1
9786,15000,debt_consolidation,757,5.71,129700,1
9789,20000,debt_consolidation,677,23.33,61200,1
9790,35000,debt_consolidation,677,19.1,95e3,1
9791,15000,debt_consolidation,687,11.24,44400,1
9792,12250,debt_consolidation,687,24.81,4e4,0
9793,9000,home_improvement,757,8.05,96e3,1
9795,16000,debt_consolidation,712,24.82,5e4,1
9796,15000,debt_consolidation,702,20.18,49e3,0
9797,15000,home_improvement,717,12.46,6e4,1
9798,9000,debt_consolidation,722,25.04,45e3,1
9799,1000,small_business,797,7.52,45e3,1
9800,2400,debt_consolidation,682,21.21,28e3,1
9801,35000,debt_consolidation,747,16.69,252361,1
9803,6000,other,667,16.74,65e3,0
9805,2500,vacation_wedding,717,9.38,22e3,1
9806,4000,other,717,3.67,63e3,1
9807,4800,debt_consolidation,662,15.34,105e3,1
9809,16000,debt_consolidation,727,15.42,97152,1
9810,18000,debt_consolidation,727,16.64,6e4,1
9811,20500,debt_consolidation,687,18.47,42759,1
9812,35000,other,807,1.1,158e3,1
9813,8000,debt_consolidation,707,13.29,55550,1
9814,2000,other,682,24.8,3e4,0
9815,20000,debt_consolidation,712,17.07,103e3,1
9816,14400,other,717,7.96,225e3,1
9817,35000,debt_consolidation,707,7.38,175e3,1
9818,24000,debt_consolidation,702,15.95,85e3,1
9819,8400,other,762,8.96,6e4,1
9820,9000,major_purchase,747,8.3,36300,1
9822,18000,debt_consolidation,722,13.08,62500,0
9823,25000,debt_consolidation,712,16.41,14e4,1
9824,3600,other,672,15.49,84996,1
9825,28800,debt_consolidation,672,16.78,85404,1
9827,12000,major_purchase,667,18.52,8e4,1
9828,18500,other,732,22.83,4e4,0
9829,6500,home_improvement,752,17.66,46e3,1
9831,14000,home_improvement,742,4.54,126e3,1
9832,23000,debt_consolidation,727,21.24,53e3,1
9833,15825,debt_consolidation,772,12.4,51e3,1
9837,6400,debt_consolidation,732,17.12,123735,1
9838,8000,major_purchase,812,0,69313,1
9839,1000,other,682,20.4,36e3,0
9840,9600,debt_consolidation,717,12.71,12e4,1
9842,24000,debt_consolidation,772,11.38,15e4,1
9843,10000,debt_consolidation,667,15.1,6e4,1
9844,15175,debt_consolidation,667,18.78,52e3,1
9845,20000,other,727,26.12,49300,1
9846,10000,home_improvement,752,24.46,6e4,1
9847,5000,debt_consolidation,712,8.6,12e3,1
9848,3250,debt_consolidation,667,23.94,25920,1
9849,16000,vacation_wedding,682,18.09,7e4,1
9850,8400,home_improvement,697,20.92,45600,0
9851,3000,debt_consolidation,672,4.02,51e3,1
9852,12000,debt_consolidation,677,14.29,67200,1
9853,8000,debt_consolidation,682,12.87,20232,1
9855,14400,debt_consolidation,682,9.93,135e3,1
9856,15000,other,742,14.36,200004,1
9857,12325,small_business,742,6.54,14e4,0
9858,28000,debt_consolidation,712,21.04,105018,1
9859,10100,debt_consolidation,727,19.21,50400,1
9860,20000,debt_consolidation,692,20.46,79e3,1
9861,3000,debt_consolidation,667,6.04,3e4,1
9862,10000,debt_consolidation,727,17.2,75e3,1
9864,6725,other,667,8.58,75e3,1
9865,6000,debt_consolidation,682,19.77,4e4,1
9866,15500,medical,782,14.09,66e3,1
9867,21000,debt_consolidation,687,9.44,3e5,1
9868,8500,vacation_wedding,687,22,78e3,1
9869,35000,debt_consolidation,697,19.46,135e3,1
9871,7200,small_business,707,21.87,27600,1
9873,18825,small_business,742,17.22,26e3,1
9874,6000,debt_consolidation,677,12.16,56368,1
9875,5000,other,757,0.67,36e3,0
9876,10000,debt_consolidation,677,12.92,95e3,1
9877,15000,major_purchase,697,14.17,105e3,0
9878,20400,home_improvement,732,2.29,85e3,1
9879,15000,debt_consolidation,687,18.58,69996,1
9880,13250,debt_consolidation,702,5.88,3e4,1
9881,9000,debt_consolidation,677,18.47,46590.44,0
9883,12500,debt_consolidation,667,18.98,5e4,1
9884,18000,debt_consolidation,712,22.53,113300,1
9885,7000,debt_consolidation,732,7.92,65e3,1
9886,12000,home_improvement,727,1.89,42e3,1
9887,20000,small_business,687,22.04,125271,0
9888,8000,debt_consolidation,697,18.66,59500,1
9889,5600,debt_consolidation,692,14.27,91e3,1
9892,24000,debt_consolidation,752,13.01,80256,1
9893,10600,debt_consolidation,692,24.94,75e3,1
9894,14650,debt_consolidation,742,14.93,45e3,1
9895,15850,debt_consolidation,782,0.31,84e3,1
9897,20000,home_improvement,712,16.52,123e3,0
9898,9000,other,692,13.14,42e3,0
9899,8000,small_business,692,1.71,61800,1
9900,35000,debt_consolidation,677,22.28,1e5,1
9901,4500,debt_consolidation,692,1.42,249996,1
9903,1500,debt_consolidation,707,19.02,65e3,1
9904,26800,small_business,767,10.05,183e3,1
9906,4500,debt_consolidation,767,21.46,43738,1
9908,30000,debt_consolidation,697,8.87,99996,1
9910,15000,debt_consolidation,697,22.96,46e3,1
9911,3600,debt_consolidation,677,4.97,28e3,1
9913,21000,small_business,692,9.16,6e4,1
9914,11200,debt_consolidation,707,22.42,63e3,1
9916,14400,vacation_wedding,672,23.32,6e4,1
9917,35000,debt_consolidation,707,6.67,35e4,1
9918,7000,home_improvement,672,14.65,78e3,1
9919,12400,small_business,687,12.6,54e3,1
9920,20000,debt_consolidation,707,9.27,55e3,1
9923,16000,debt_consolidation,727,9.86,44054,1
9924,6000,debt_consolidation,782,7.84,58e3,1
9925,24000,debt_consolidation,762,11.88,7e4,0
9926,9600,debt_consolidation,667,6.76,6e4,0
9928,10000,debt_consolidation,717,3.22,38400,1
9929,6000,debt_consolidation,692,9.2,51e3,0
9930,14000,debt_consolidation,687,24.35,69e3,1
9931,30000,major_purchase,752,9.49,18e4,1
9932,12000,debt_consolidation,722,13.29,97e3,1
9933,15000,other,707,14.44,85e3,1
9934,6000,major_purchase,732,24.76,25200,1
9935,33950,debt_consolidation,702,18.73,85e3,1
9936,2800,major_purchase,712,0.75,4e4,1
9937,12000,major_purchase,682,15.58,5e4,1
9939,13000,debt_consolidation,712,15.11,83e3,1
9940,30000,debt_consolidation,752,14.8,72e3,1
9941,10000,debt_consolidation,762,19.46,47800,1
9942,2000,major_purchase,682,1.74,17280,1
9943,30000,debt_consolidation,717,17.48,9e4,1
9944,12100,small_business,757,24.78,105e3,1
9945,15000,home_improvement,797,3.37,84e3,1
9946,20000,debt_consolidation,697,22.19,100111,1
9947,16000,debt_consolidation,747,21.41,75e3,1
9948,35000,debt_consolidation,702,8.97,115e3,1
9949,5000,debt_consolidation,682,7.83,4e4,1
9950,13725,debt_consolidation,717,9.24,5e4,0
9951,4925,debt_consolidation,677,11.14,42100,1
9952,2000,other,682,23.55,24e3,1
9953,7425,debt_consolidation,672,10.47,8e4,1
9954,5600,debt_consolidation,717,7.78,35e3,1
9955,8000,debt_consolidation,692,20.82,95e3,1
9957,12000,debt_consolidation,692,20.13,57e3,1
9959,16000,debt_consolidation,697,11.32,11e4,1
9960,6000,vacation_wedding,707,21.12,3e4,1
9962,13000,debt_consolidation,767,9.46,191508,1
9965,6000,debt_consolidation,742,17.94,65e3,1
9966,3600,debt_consolidation,732,25.12,57700,1
9967,5000,debt_consolidation,737,27.82,48e3,1
9968,8800,debt_consolidation,687,19.15,54e3,1
9969,4200,debt_consolidation,702,8.5,24e3,1
9970,10000,debt_consolidation,742,11.51,1e5,1
9971,12000,debt_consolidation,727,13.45,48e3,1
9972,7000,debt_consolidation,702,24.15,114e3,1
9973,4400,debt_consolidation,672,9.18,49e3,0
9974,30000,debt_consolidation,707,23.63,125e3,0
9975,8000,debt_consolidation,747,1.85,52e3,1
9977,35000,small_business,682,6.23,11e4,0
9978,10000,major_purchase,782,9.82,59e3,0
9979,6000,major_purchase,682,2.17,63e3,1
9981,6900,major_purchase,687,11.58,6e4,1
9982,20000,debt_consolidation,702,15.23,12e4,1
9983,16000,debt_consolidation,727,29.65,85e3,1
9984,11000,debt_consolidation,717,11.82,4e4,1
9986,8000,home_improvement,672,18.12,82e3,1
9988,3300,vacation_wedding,692,4.29,16800,1
9989,23000,debt_consolidation,702,14.66,52400,1
9990,2500,other,732,19.18,6e4,1
9991,2000,medical,682,11.23,8e4,1
9994,18000,other,777,11.63,31056,1
9995,6000,major_purchase,692,12.77,62400,1
9997,12000,debt_consolidation,737,10.15,61e3,1
9999,10400,debt_consolidation,747,6.9,114996,1
10001,25000,debt_consolidation,742,14.73,79e3,1
10002,17600,small_business,742,11.85,72e3,1
10004,12400,debt_consolidation,697,18.87,65e3,1
10005,6000,vacation_wedding,672,17.16,6e4,0
10006,7200,home_improvement,692,7.42,83e3,1
10007,9000,debt_consolidation,732,15.2,36400,1
10009,20950,debt_consolidation,732,14.37,75e3,1
10010,3500,home_improvement,807,0.36,66e3,1
10013,2600,debt_consolidation,672,23.35,44564,1
10014,6000,small_business,682,2.33,36e3,1
10015,10000,major_purchase,702,4.14,75e3,1
10016,26000,home_improvement,812,0.11,108e3,1
10017,6000,debt_consolidation,677,18.12,78e3,1
10018,20000,debt_consolidation,682,10.88,57e3,1
10019,6800,small_business,697,11.02,6e4,0
10020,2400,major_purchase,737,0.35,51e3,1
10021,9000,debt_consolidation,717,16.94,59e3,1
10022,1200,other,677,14.75,9600,1
10023,8475,debt_consolidation,687,15.59,122708,0
10024,5000,other,727,2.54,26e3,1
10025,12100,debt_consolidation,782,13.3,105e3,1
10027,10500,major_purchase,757,6.22,75e3,1
10028,14125,debt_consolidation,792,20.16,27800,1
10029,25000,debt_consolidation,717,8.14,8e4,1
10030,35000,home_improvement,742,3.73,1e5,1
10031,11200,debt_consolidation,737,8.73,87e3,1
10032,3000,home_improvement,682,11.9,48e3,1
10033,24600,debt_consolidation,737,12.68,58e3,1
10034,22800,debt_consolidation,707,20.59,95e3,1
10035,22000,debt_consolidation,767,19.21,12e4,1
10036,5000,debt_consolidation,707,4.71,65004,1
10037,5600,debt_consolidation,697,15.82,56880,1
10038,10000,vacation_wedding,752,1.9,5e4,1
10039,8000,home_improvement,672,8.31,7e4,0
10041,25975,home_improvement,727,16.87,65e3,0
10042,4125,major_purchase,677,6.35,10020,1
10043,7500,home_improvement,782,5.84,83e3,1
10044,7000,major_purchase,732,13.4,36e3,1
10046,2600,debt_consolidation,672,8.33,32e3,1
10047,4000,major_purchase,677,1.35,56e3,1
10048,10000,debt_consolidation,682,18.79,65e3,1
10050,2000,home_improvement,682,7.03,124e3,1
10051,7500,debt_consolidation,777,9.69,4e4,0
10052,3000,other,727,20.72,3e4,0
10053,8500,debt_consolidation,682,15.69,51996,1
10054,11400,small_business,692,17.91,39800,0
10055,20000,debt_consolidation,722,9.13,100800,1
10056,4600,debt_consolidation,712,7.15,45840,1
10057,6000,major_purchase,702,6.74,40800,1
10058,15000,debt_consolidation,672,7.16,54e3,1
10062,15000,debt_consolidation,687,12.98,54e3,0
10064,28000,debt_consolidation,732,15.49,146990.04,1
10065,6900,vacation_wedding,677,18.56,3e4,1
10066,1000,debt_consolidation,687,23.67,10140,0
10067,20000,small_business,692,22.03,95100,1
10069,14000,debt_consolidation,732,5.71,57600,1
10070,11000,debt_consolidation,787,8.43,42e3,1
10071,8000,debt_consolidation,687,13.65,45e3,0
10072,12000,home_improvement,722,8.58,91e3,1
10073,11000,debt_consolidation,722,12.08,57e3,1
10074,5650,debt_consolidation,722,18.57,58e3,1
10077,25000,debt_consolidation,727,20.44,67e3,1
10078,30000,debt_consolidation,687,13.13,137170,0
10079,5000,medical,672,12.04,68e3,1
10080,10000,debt_consolidation,682,12.72,35e3,1
10082,8900,debt_consolidation,727,17.83,43e3,1
10085,12900,debt_consolidation,682,6.7,96e3,1
10086,18000,major_purchase,797,11.89,45e3,1
10087,6000,debt_consolidation,677,18.86,6e4,0
10088,2000,debt_consolidation,732,13.52,46080,1
10089,7000,debt_consolidation,717,13.16,29e3,1
10090,14000,small_business,662,7.29,125e3,1
10092,14000,debt_consolidation,687,23.28,65e3,0
10094,10000,debt_consolidation,682,7.98,65e3,1
10096,20000,debt_consolidation,692,17.73,96e3,0
10098,13600,debt_consolidation,727,13.9,57840,1
10099,24000,debt_consolidation,742,4.73,285e3,1
10100,7400,debt_consolidation,662,8.99,45e3,0
10101,5000,other,682,4.08,35e3,0
10102,10350,debt_consolidation,662,18,50004,0
10103,5000,home_improvement,727,6.71,82500,1
10104,7575,debt_consolidation,687,8.67,26160,1
10105,35000,debt_consolidation,687,8.9,3e5,1
10106,4800,other,707,20.69,45e3,1
10107,5000,major_purchase,667,19.89,21e3,0
10108,6000,major_purchase,732,7.68,67200,1
10110,3000,major_purchase,807,4.47,13e4,1
10111,30000,debt_consolidation,712,16.21,12e4,0
10112,2500,other,697,8.2,34700,1
10113,19400,debt_consolidation,692,12.41,179004,1
10114,8325,debt_consolidation,687,12.5,69e3,1
10115,19500,home_improvement,747,25.02,4e4,1
10116,6800,other,742,16.63,7e4,1
10117,20000,vacation_wedding,747,29.38,85e3,1
10118,7000,major_purchase,742,18.13,27e3,1
10119,20000,debt_consolidation,717,11.07,45e3,1
10120,9500,other,782,14.95,127404,1
10122,6000,medical,792,0.9,56e3,1
10123,4000,medical,717,18.61,89e3,1
10127,13000,debt_consolidation,752,17.63,26e3,1
10128,25975,debt_consolidation,732,25.62,52e3,1
10129,8000,debt_consolidation,662,5.51,39666,0
10130,35000,debt_consolidation,762,11.42,22e4,1
10131,4000,medical,787,15.74,67e3,1
10132,20000,debt_consolidation,677,15.09,62500,1
10134,5000,home_improvement,717,23.1,4e4,1
10135,18000,small_business,757,12.3,48e3,1
10136,17000,debt_consolidation,697,12,48e3,0
10137,1000,vacation_wedding,692,2.58,6e4,0
10138,5000,major_purchase,737,4.8,7e4,1
10139,6000,debt_consolidation,672,12.83,55e3,0
10142,19125,home_improvement,662,18.22,75e3,1
10143,2100,debt_consolidation,687,21.1,55963,0
10144,35000,small_business,727,21.67,116e3,1
10145,1500,debt_consolidation,692,19.58,57e3,1
10147,30000,debt_consolidation,697,19.44,72357,0
10149,5000,major_purchase,702,17.22,78e3,1
10150,25000,debt_consolidation,742,10.05,45e3,1
10151,6600,vacation_wedding,672,6.58,38480,1
10152,10000,home_improvement,737,10.72,8e4,1
10154,13200,small_business,707,24.72,4e4,1
10155,6000,small_business,712,23.52,7e4,0
10156,5400,debt_consolidation,672,11.68,75e3,1
10158,35000,small_business,687,11.7,192e3,1
10160,25000,debt_consolidation,787,24.84,74360,1
10162,8000,major_purchase,757,29.95,44400,1
10163,24000,debt_consolidation,772,21.31,9e4,1
10164,18000,vacation_wedding,702,11.14,6e4,1
10165,18000,small_business,702,16.46,6e4,1
10166,16800,debt_consolidation,722,20.18,8e4,1
10167,1300,major_purchase,727,27.69,66e3,1
10168,4000,major_purchase,692,2.05,96e3,1
10169,4000,debt_consolidation,737,6.8,75e3,1
10170,13000,major_purchase,757,16.01,38004,1
10171,35000,debt_consolidation,697,16.81,108e3,1
10172,2000,debt_consolidation,702,5.83,47340,1
10173,3600,debt_consolidation,732,17.42,35e3,0
10174,5750,major_purchase,707,7.63,147750,1
10175,16000,debt_consolidation,717,7.02,109300,1
10176,6000,vacation_wedding,687,24.59,36600,0
10178,6000,debt_consolidation,672,12.72,5e4,1
10179,23000,debt_consolidation,712,23.52,49500,1
10180,20000,debt_consolidation,732,13.78,7e4,1
10181,4600,other,707,17.1,1e5,1
10182,3000,small_business,687,20.03,36e3,0
10183,35000,home_improvement,702,8.58,23e4,1
10184,6800,debt_consolidation,712,23.28,4e4,0
10185,8000,debt_consolidation,682,20.43,27600,0
10187,20000,small_business,702,10.98,74e3,1
10188,6400,major_purchase,747,10.15,24600,1
10189,24000,debt_consolidation,782,4.65,81e3,1
10190,2825,major_purchase,757,20.06,84e3,1
10191,24000,debt_consolidation,747,15.57,48e3,1
10192,9000,debt_consolidation,677,14.55,72e3,1
10195,8000,vacation_wedding,692,23.94,42e3,1
10196,27300,debt_consolidation,677,24.17,65e3,0
10197,16000,debt_consolidation,727,15.94,83196,0
10198,16000,debt_consolidation,697,7.76,95e3,1
10199,1000,other,677,20.98,33e3,0
10204,4800,debt_consolidation,677,18.15,24e3,1
10205,16000,home_improvement,752,4.16,66420,1
10206,6000,debt_consolidation,757,13.37,8e4,1
10207,15000,debt_consolidation,692,21.46,59e3,0
10208,12000,home_improvement,707,13.91,85e3,1
10210,9600,debt_consolidation,712,21.09,38e3,0
10211,10000,home_improvement,727,0.71,84e3,1
10212,10000,debt_consolidation,702,22,95e3,1
10213,9600,other,747,7.8,56004,1
10215,10800,home_improvement,697,0,8e4,1
10216,25000,debt_consolidation,702,18.22,49992,0
10217,12000,debt_consolidation,722,9.92,3e4,1
10218,2850,debt_consolidation,702,22.71,114996,1
10220,17975,debt_consolidation,742,17.16,3e4,1
10221,20000,debt_consolidation,712,13.98,57e3,1
10222,8000,debt_consolidation,687,23.93,99e3,1
10224,30000,other,702,10.53,204996,1
10225,12000,small_business,687,13.76,84e3,1
10226,24000,home_improvement,682,22.6,6e4,1
10227,16000,medical,692,19.91,34596,1
10228,16000,other,807,3.52,16e4,1
10229,6000,debt_consolidation,767,9.09,38e3,1
10230,3800,other,717,6.7,12e3,0
10231,35000,debt_consolidation,747,11.31,25e4,1
10232,9200,small_business,702,12.88,23658.05,1
10233,35000,debt_consolidation,732,20.06,19e4,1
10234,17475,small_business,722,28.85,45e3,1
10236,22000,debt_consolidation,732,6.3,19e4,1
10237,3900,debt_consolidation,692,2.4,3e4,1
10238,16000,debt_consolidation,717,6.13,72e3,1
10239,35000,debt_consolidation,692,18.5,67775,1
10240,11200,debt_consolidation,677,12.25,66e3,1
10241,25000,debt_consolidation,742,20.98,85e3,1
10242,1650,debt_consolidation,667,2.45,23e3,1
10243,10400,debt_consolidation,682,24.21,8e4,1
10245,13250,debt_consolidation,747,10.64,21090.24,1
10247,1000,home_improvement,712,15.03,35138.4,1
10248,21000,debt_consolidation,692,18.33,84e3,1
10249,2200,debt_consolidation,677,16.2,3e4,1
10250,6400,debt_consolidation,752,24.47,36e3,1
10251,6625,debt_consolidation,672,23.78,32e3,1
10252,10000,debt_consolidation,687,5.78,105600,1
10253,5500,major_purchase,762,22.56,34200,1
10254,24000,debt_consolidation,682,19.67,45500,1
10255,12000,debt_consolidation,662,20.29,62400,1
10257,6000,debt_consolidation,682,9.04,28800,1
10258,15000,other,722,8.06,49e3,1
10259,6000,debt_consolidation,712,13.15,75e3,1
10260,30000,other,712,16.5,64e3,0
10261,7000,debt_consolidation,717,23.36,54200,1
10262,25000,debt_consolidation,732,11.23,145e3,1
10263,5000,debt_consolidation,677,18.62,6e4,0
10264,13000,home_improvement,802,8.77,126e3,1
10266,8500,debt_consolidation,732,16,48e3,1
10267,10000,major_purchase,662,16.64,54e3,1
10268,14400,debt_consolidation,752,17.67,59e3,0
10270,15000,vacation_wedding,682,5.92,6e4,1
10271,24000,other,697,18.68,165e3,1
10272,8000,major_purchase,722,2.44,54180,1
10273,2400,other,672,9.99,34e3,1
10275,16000,other,722,18.6,64e3,1
10276,6000,home_improvement,712,5.24,73248,1
10277,35000,home_improvement,762,4.46,185e3,1
10278,10000,debt_consolidation,782,24.08,3e4,1
10279,9250,home_improvement,762,2.84,57e3,1
10280,2500,debt_consolidation,702,14.37,46e3,1
10281,14000,debt_consolidation,672,15.53,41340,1
10283,9600,other,752,4.73,64e3,1
10284,15000,small_business,752,3.44,6e4,1
10285,22325,debt_consolidation,737,16.46,38496,0
10286,4000,debt_consolidation,687,11.11,54996,1
10287,1750,home_improvement,692,2.78,10800,1
10288,21200,debt_consolidation,692,14.36,54e3,1
10290,18000,debt_consolidation,747,21.12,4e4,1
10291,20000,debt_consolidation,687,7.86,135e3,1
10292,2000,vacation_wedding,722,13.05,4e4,1
10293,6000,medical,722,20.92,114e3,1
10294,14100,debt_consolidation,697,15.86,51900,1
10295,12000,debt_consolidation,687,15.06,56e3,1
10297,13200,major_purchase,677,3.46,15e4,1
10298,14000,debt_consolidation,707,16.53,54e3,1
10299,20000,debt_consolidation,717,13.89,45e3,1
10300,35000,small_business,772,6.48,8e4,0
10301,11000,debt_consolidation,767,0,158e3,1
10302,8875,debt_consolidation,662,19.93,38e3,1
10303,1000,other,677,9.25,39960,1
10304,6250,debt_consolidation,737,29.57,24996,1
10305,7200,medical,702,16.24,3e4,1
10306,9000,debt_consolidation,757,4.69,65004,1
10307,5000,debt_consolidation,752,6.03,70008,1
10308,25000,debt_consolidation,732,8.33,274992,1
10309,10000,debt_consolidation,662,4.95,48200,0
10310,20000,debt_consolidation,722,12.27,79e3,1
10312,6600,other,742,19.12,29e3,1
10313,15000,home_improvement,742,6.48,87e3,1
10316,6000,debt_consolidation,692,14.34,41496,1
10317,5000,major_purchase,727,14.85,50004,1
10318,5000,major_purchase,727,27.42,51600,1
10319,5175,medical,692,17.01,9e4,1
10320,10000,debt_consolidation,782,11.48,102e3,1
10321,4000,debt_consolidation,662,19.6,3e4,1
10322,24000,home_improvement,717,9.84,77196,1
10323,35000,small_business,692,10.67,92e3,0
10324,18000,debt_consolidation,742,14.07,101e3,1
10326,7600,vacation_wedding,767,13.67,18e3,0
10327,25000,debt_consolidation,757,12.75,45e3,0
10329,15000,debt_consolidation,712,11.47,61e3,1
10330,7000,debt_consolidation,717,6.89,5e4,1
10331,35000,debt_consolidation,697,17.2,108e3,1
10332,10000,debt_consolidation,807,0,63e3,1
10334,3000,major_purchase,732,0.28,43e3,1
10337,10000,home_improvement,717,8.03,195054.78,1
10338,20500,debt_consolidation,737,22.83,34800,0
10340,25000,debt_consolidation,737,15.64,77500,1
10341,16000,debt_consolidation,717,22.19,41800,1
10342,29500,home_improvement,702,4.56,18e4,0
10343,5300,major_purchase,677,10.85,68e3,1
10344,9600,debt_consolidation,677,13.77,80004,0
10345,8000,debt_consolidation,717,19,65e3,1
10346,5275,major_purchase,682,11.73,57600,1
10347,13000,home_improvement,752,15.75,103008,1
10348,22500,home_improvement,772,12,45e3,1
10349,25000,major_purchase,667,18.66,63144,1
10350,35000,debt_consolidation,702,21.27,9e4,1
10351,20000,debt_consolidation,682,20.08,43200,1
10352,14000,debt_consolidation,702,6.65,25e4,1
10353,9000,debt_consolidation,687,6.93,35e3,0
10356,11000,debt_consolidation,722,11.81,105e3,1
10357,2925,debt_consolidation,677,12.3,27600,0
10360,20000,home_improvement,762,1.52,204e3,1
10361,10000,vacation_wedding,732,15.31,42e3,1
10362,4000,small_business,697,8.75,24e3,1
10363,15000,debt_consolidation,732,14.66,61800,1
10364,2950,major_purchase,667,9.75,9600,0
10366,20000,debt_consolidation,687,12.5,125e3,1
10367,1000,vacation_wedding,677,9.37,87e3,1
10369,12000,debt_consolidation,722,14.88,275e3,1
10370,20000,debt_consolidation,737,17.06,5e4,0
10371,5000,small_business,767,15.96,3e4,1
10372,8400,debt_consolidation,697,17.64,51300,1
10373,6200,major_purchase,672,18.62,29004,1
10375,3000,debt_consolidation,677,6.27,9e3,1
10376,3000,home_improvement,707,8.95,99e3,1
10377,14000,debt_consolidation,717,17.96,70032,1
10378,35000,debt_consolidation,772,12.15,94400,1
10379,6800,home_improvement,667,2.2,6e4,1
10380,3000,debt_consolidation,677,22.78,61e3,1
10381,6000,debt_consolidation,692,5.54,49992,1
10382,9800,major_purchase,737,15.99,13e4,1
10383,10625,debt_consolidation,667,20.04,32400,1
10384,12000,debt_consolidation,697,7.76,86004,1
10387,10000,other,812,4.13,61e3,1
10388,28000,home_improvement,812,0.54,132652.8,1
10390,15000,home_improvement,702,4.1,13e4,1
10393,3600,major_purchase,682,8.07,4e4,0
10394,6250,major_purchase,687,19.22,6e4,1
10395,6000,other,707,7.68,6e4,1
10396,9700,home_improvement,757,15.05,113e3,0
10397,24000,debt_consolidation,752,14.69,67e3,1
10398,10000,debt_consolidation,672,18.89,1e5,1
10399,11000,home_improvement,772,26.71,43e3,1
10400,12000,debt_consolidation,752,14.4,35e3,1
10401,20000,debt_consolidation,702,6.83,48e3,0
10403,12000,debt_consolidation,672,12.76,1e5,1
10404,7100,major_purchase,807,3.49,95e3,1
10405,35000,debt_consolidation,702,20.65,92160,1
10406,35000,debt_consolidation,712,15,8e4,1
10408,15000,debt_consolidation,697,10,88e3,1
10410,17875,debt_consolidation,717,23.47,39672,1
10411,3500,other,702,13.61,68e3,1
10412,15000,vacation_wedding,682,19.55,52e3,1
10413,5000,medical,732,3.2,12e3,1
10414,6000,debt_consolidation,742,18.79,30720,1
10415,12000,debt_consolidation,697,23.46,6e4,1
10416,2250,debt_consolidation,747,6.27,18e3,1
10417,16425,debt_consolidation,737,19.38,53e3,1
10419,4000,debt_consolidation,662,18.09,65e3,1
10420,7350,debt_consolidation,717,19.82,44995,1
10421,3500,other,677,15.5,11e4,1
10422,17750,debt_consolidation,702,13.63,48e3,1
10424,3400,debt_consolidation,702,5.17,14400,1
10425,16000,major_purchase,662,18.33,35088,1
10426,8000,debt_consolidation,692,20.37,45600,0
10427,30000,other,732,7.95,170004,1
