UID,yrint,yrborn,female,race,marital,educ,realrinc,health
ID_21560,1987,1946,0,2,3,12,23750,3
ID_21598,1987,1937,0,2,4,20,37500,4
ID_21618,1987,1966,0,2,5,12,,4
ID_21619,1987,1946,0,2,1,12,7500,3
ID_21637,1987,1953,1,2,5,17,32500,3
ID_21646,1987,1954,1,2,1,14,3500,4
ID_21656,1987,1925,1,2,1,12,13750,3
ID_21657,1987,1963,1,2,1,12,7500,3
ID_21677,1987,1954,0,2,3,12,13750,3
ID_21735,1987,1968,0,2,5,11,500,3
ID_21774,1987,1965,0,2,1,12,23750,3
ID_21801,1987,1950,1,2,1,16,3500,2
ID_21803,1987,1959,1,2,1,15,13750,3
ID_21807,1987,1964,0,2,5,15,4500,3
ID_21808,1987,1967,1,2,5,13,500,3
ID_21819,1987,1958,1,2,1,13,500,4
ID_21823,1987,1954,1,2,1,12,18750,3
ID_21847,1987,1916,1,2,2,7,13750,4
ID_21848,1987,1964,1,2,5,15,3500,4
ID_21853,1987,1947,1,2,1,12,7500,3
ID_21879,1988,1959,1,1,1,16,22919,4
ID_21881,1988,1940,1,1,3,17,31364,
ID_21884,1988,1964,0,1,5,14,22919,4
ID_21894,1988,1964,1,1,5,12,18094,3
ID_21920,1988,1945,0,1,1,5,36189,3
ID_21952,1988,1958,0,1,3,11,13269,
ID_22024,1988,1967,0,2,5,11,1930,3
ID_22035,1988,1947,0,1,3,15,43426,
ID_22038,1988,1937,1,1,2,19,22919,
ID_22061,1988,1948,0,1,1,16,26538,3
ID_22074,1988,1953,1,1,3,17,13269,4
ID_22081,1988,1947,0,1,1,16,53077,
ID_22083,1988,1956,0,1,1,12,26538,4
ID_22086,1988,1964,0,2,5,12,3378,
ID_22094,1988,1953,0,1,1,16,26538,4
ID_22121,1988,1954,0,1,1,13,22919,
ID_22123,1988,1963,0,1,1,18,22919,
ID_22154,1988,1964,1,1,5,12,18094,3
ID_22190,1988,1956,0,1,5,10,10857,
ID_22191,1988,1947,1,1,1,18,26538,4
ID_22193,1988,1964,0,1,5,12,13269,4
ID_22199,1988,1969,0,1,5,12,1930,4
ID_22200,1988,1943,1,1,3,12,20507,3
ID_22225,1988,1934,1,1,2,12,4343,4
ID_22230,1988,1954,1,1,3,12,20507,
ID_22249,1988,1960,0,1,1,9,15682,4
ID_22280,1988,1944,1,1,4,18,10857,3
ID_22299,1988,1948,0,2,1,12,26538,
ID_22347,1988,1966,1,1,5,14,13269,3
ID_22349,1988,1927,1,1,1,12,31364,3
ID_22356,1988,1938,1,1,1,12,26538,3
ID_22373,1988,1938,0,3,1,20,83666,4
ID_22376,1988,1948,1,2,3,16,13269,3
ID_22378,1988,1946,0,2,1,12,7238,
ID_22379,1988,1944,1,1,1,12,15682,3
ID_22412,1988,1965,0,1,1,12,15682,3
ID_22434,1988,1943,1,1,1,12,22919,3
ID_22442,1988,1935,0,1,1,12,43426,2
ID_22464,1988,1960,0,1,5,16,20507,
ID_22480,1988,1958,1,2,5,11,7238,4
ID_22481,1988,1939,1,2,1,11,483,2
ID_22499,1988,1967,1,1,5,14,4343,4
ID_22507,1988,1948,0,1,1,12,31364,3
ID_22526,1988,1960,1,1,1,14,13269,3
ID_22559,1988,1961,0,1,1,12,15682,4
ID_22567,1988,1945,0,1,1,14,31364,
ID_22571,1988,1946,0,1,1,20,83666,3
ID_22580,1988,1932,0,1,1,13,18094,
ID_22587,1988,1937,1,1,1,14,43426,3
ID_22598,1988,1950,0,1,1,17,83666,3
ID_22602,1988,1968,0,1,5,11,10857,4
ID_22637,1988,1944,1,2,1,15,20507,3
ID_22651,1988,1962,1,1,1,14,26538,4
ID_22653,1988,1943,1,1,1,9,1930,2
ID_22670,1988,1964,0,1,1,10,6273,
ID_22672,1988,1938,1,1,1,16,13269,3
ID_22676,1988,1943,1,1,1,14,26538,
ID_22694,1988,1944,1,1,3,13,18094,3
ID_22697,1988,1933,0,1,1,12,26538,3
ID_22705,1988,1960,0,2,5,12,4343,3
ID_22725,1988,1951,1,1,3,12,13269,4
ID_22734,1988,1928,1,1,1,16,18094,
ID_22742,1988,1949,1,1,1,13,10857,
ID_22765,1988,1960,1,1,3,11,13269,
ID_22772,1988,1936,1,1,1,12,3378,4
ID_22775,1988,1960,1,1,5,16,10857,
ID_22778,1988,1963,1,2,5,14,10857,3
ID_22804,1988,1947,0,1,1,16,18094,
ID_22807,1988,1943,0,1,1,13,36189,3
ID_22810,1988,1937,0,1,1,12,36189,
ID_22830,1988,1958,0,2,1,14,18094,3
ID_22832,1988,1940,0,1,1,16,83666,
ID_22878,1988,1958,0,1,1,14,83666,3
ID_22903,1988,1947,1,1,1,13,43426,4
ID_22914,1988,1955,1,1,5,12,15682,3
ID_22928,1988,1932,0,3,1,16,83666,4
ID_22930,1988,1921,0,1,2,11,1930,3
ID_22931,1988,1964,1,1,5,12,1930,3
ID_22951,1988,1968,1,1,5,13,6273,4
ID_22964,1988,1945,1,1,1,12,10857,3
ID_22968,1988,1961,1,3,1,16,31364,
ID_22974,1988,1956,0,1,1,12,26538,4
ID_22979,1988,1966,1,1,5,12,7238,3
ID_22991,1988,1940,1,1,1,12,7238,3
ID_23005,1988,1948,1,1,1,16,15682,
ID_23009,1988,1960,1,1,5,13,13269,3
ID_23033,1988,1921,1,1,2,12,22919,
ID_23100,1988,1954,1,1,4,9,7238,4
ID_23109,1988,1960,0,1,5,17,7238,
ID_23117,1988,1950,0,1,5,15,8685,3
ID_23125,1988,1922,1,1,1,12,8685,3
ID_23156,1988,1918,1,1,2,15,3378,
ID_23210,1988,1961,1,1,1,12,10857,3
ID_23213,1988,1928,1,1,2,11,10857,2
ID_23224,1988,1917,0,2,3,7,6273,
ID_23232,1988,1942,0,1,1,16,26538,3
ID_23250,1988,1953,0,1,1,5,5308,
ID_23256,1988,1953,1,1,3,17,36189,
ID_23262,1988,1964,0,1,5,12,22919,
ID_23280,1988,1946,0,1,5,20,36189,4
ID_23288,1988,1922,0,1,1,6,8685,2
ID_23317,1988,1960,1,1,3,13,1930,
ID_23400,1989,1961,1,1,5,12,19713,3
ID_23463,1989,1950,0,1,3,12,22032,4
ID_23513,1989,1967,0,1,5,12,25511,3
ID_23536,1989,1966,0,1,5,16,5102,3
ID_23587,1989,1945,1,1,3,13,19713,3
ID_23590,1989,1938,0,2,1,10,1855,3
ID_23611,1989,1956,1,1,5,14,17394,
ID_23616,1989,1968,0,1,5,12,25511,3
ID_23618,1989,1955,0,1,5,14,34788,
ID_23644,1989,1939,0,1,1,14,34788,3
ID_23664,1989,1968,1,1,1,12,6030,3
ID_23666,1989,1942,0,3,1,19,41746,2
ID_23669,1989,1966,0,1,5,14,8349,3
ID_23673,1989,1958,0,1,5,14,22032,3
ID_23683,1989,1956,0,1,5,13,19713,
ID_23684,1989,1962,0,1,5,16,25511,4
ID_23720,1989,1962,1,3,5,20,15075,3
ID_23733,1989,1954,1,1,1,15,15075,
ID_23736,1989,1970,0,1,5,12,4175,
ID_23760,1989,1954,1,1,3,14,19713,3
ID_23797,1989,1924,0,1,1,18,41746,4
ID_23808,1989,1939,1,1,2,9,15075,
ID_23820,1989,1958,0,1,1,16,41746,4
ID_23828,1989,1970,1,1,5,12,5102,
ID_23840,1989,1958,1,1,1,12,464,
ID_23849,1989,1950,1,1,1,12,12756,3
ID_23858,1989,1927,0,1,1,16,41746,
ID_23873,1989,1964,1,1,5,17,12756,
ID_23882,1989,1958,0,1,1,16,41746,3
ID_23885,1989,1961,0,1,5,15,34788,4
ID_23930,1989,1956,1,1,1,13,12756,
ID_23953,1989,1949,1,1,1,14,10436,3
ID_23971,1989,1952,0,1,1,12,41746,4
ID_23974,1989,1957,0,1,4,20,34788,4
ID_24013,1989,1952,0,1,3,17,41746,3
ID_24021,1989,1958,0,1,1,12,17394,4
ID_24026,1989,1943,0,1,1,15,17394,
ID_24073,1989,1948,1,1,1,12,17394,
ID_24075,1989,1953,0,1,1,16,19713,4
ID_24084,1989,1947,1,2,4,10,1855,2
ID_24096,1989,1924,1,1,2,11,15075,
ID_24104,1989,1957,0,1,1,13,12756,4
ID_24114,1989,1945,1,2,1,13,22032,3
ID_24115,1989,1948,1,1,5,18,17394,4
ID_24141,1989,1933,0,1,1,15,80690,4
ID_24154,1989,1953,1,1,3,12,10436,
ID_24155,1989,1969,1,1,5,12,1855,
ID_24178,1989,1966,1,1,5,10,6958,
ID_24187,1989,1951,1,1,1,10,8349,
ID_24192,1989,1959,1,1,1,12,4175,3
ID_24196,1989,1965,1,1,5,13,10436,4
ID_24201,1989,1944,1,1,5,11,1855,4
ID_24246,1989,1937,0,1,1,16,15075,
ID_24279,1989,1938,0,1,4,12,25511,1
ID_24314,1989,1938,0,3,1,14,22032,2
ID_24341,1989,1956,0,1,5,4,12756,
ID_24344,1989,1964,1,1,5,17,22032,
ID_24372,1989,1957,0,1,3,12,8349,3
ID_24395,1989,1955,1,1,1,19,25511,3
ID_24405,1989,1968,1,1,5,13,12756,3
ID_24408,1989,1948,1,1,3,12,34788,3
ID_24411,1989,1931,0,1,1,12,25511,3
ID_24435,1989,1927,1,1,1,12,6958,2
ID_24438,1989,1970,0,1,5,12,464,4
ID_24444,1989,1945,1,1,5,16,25511,4
ID_24470,1989,1920,0,1,1,8,464,
ID_24490,1989,1947,0,1,1,14,30150,3
ID_24514,1989,1951,1,1,1,13,464,
ID_24525,1989,1917,0,1,1,8,8349,4
ID_24581,1989,1939,0,1,1,12,80690,4
ID_24636,1989,1931,0,1,1,12,10436,3
ID_24650,1989,1959,0,1,1,13,12756,3
ID_24652,1989,1909,0,1,2,11,41746,3
ID_24657,1989,1950,0,1,1,7,12756,4
ID_24685,1989,1956,0,1,1,12,12756,4
ID_24692,1989,1956,1,1,1,13,15075,
ID_24697,1989,1942,0,1,1,11,25511,
ID_24719,1989,1928,0,1,1,4,12756,
ID_24774,1989,1948,1,1,1,18,17394,
ID_24788,1989,1953,0,1,1,12,10436,3
ID_24801,1989,1939,1,1,1,8,17394,4
ID_24805,1989,1941,0,1,1,14,22032,3
ID_24824,1989,1938,1,1,1,17,25511,
ID_24827,1989,1934,0,3,1,10,17394,3
ID_24829,1989,1965,1,3,5,10,10436,
ID_24862,1989,1948,0,1,1,16,80690,4
ID_24913,1990,1940,1,2,1,16,28830,3
ID_24926,1990,1955,1,2,1,15,14415,3
ID_24949,1990,1933,0,1,3,17,3992,
ID_24964,1990,1966,1,1,3,12,14415,3
ID_24967,1990,1964,0,1,1,17,21068,4
ID_24999,1990,1928,0,1,1,16,103206,3
ID_25010,1990,1962,1,1,5,13,14415,1
ID_25024,1990,1930,0,1,1,16,48790,3
ID_25037,1990,1922,0,1,1,12,1774,2
ID_25044,1990,1926,1,1,1,10,9980,
ID_25053,1990,1966,1,1,1,16,18851,3
ID_25054,1990,1933,1,1,5,16,24395,
ID_25058,1990,1941,1,1,3,12,28830,3
ID_25061,1990,1953,1,1,1,16,39919,
ID_25097,1990,1933,0,1,1,12,18851,
ID_25106,1990,1953,1,1,1,18,39919,
ID_25120,1990,1932,1,1,2,13,4879,1
ID_25134,1990,1960,0,1,1,11,9980,4
ID_25142,1990,1960,0,1,1,12,18851,2
ID_25151,1990,1919,0,1,1,16,7984,3
ID_25157,1990,1943,0,1,1,16,39919,
ID_25191,1990,1968,1,1,5,15,3992,3
ID_25199,1990,1962,1,1,1,16,3105,3
ID_25202,1990,1955,0,1,1,16,39919,4
ID_25208,1990,1967,0,2,5,12,16633,4
ID_25259,1990,1955,0,1,1,13,18851,
ID_25320,1990,1962,1,1,5,17,14415,4
ID_25326,1990,1956,0,1,1,12,14415,
ID_25338,1990,1960,0,1,1,12,24395,3
ID_25340,1990,1943,0,1,1,14,103206,4
ID_25357,1990,1960,0,1,2,13,28830,
ID_25360,1990,1952,1,2,5,14,5766,2
ID_25366,1990,1916,0,1,2,17,18851,3
ID_25379,1990,1961,0,1,1,13,14415,
ID_25382,1990,1969,1,1,1,11,9980,2
ID_25396,1990,1953,1,1,1,14,9980,4
ID_25404,1990,1949,1,1,1,16,39919,3
ID_25426,1990,1937,0,1,1,12,18851,3
ID_25442,1990,1940,1,1,1,12,5766,
ID_25445,1990,1954,0,1,1,14,39919,4
ID_25450,1990,1970,1,1,5,12,3105,4
ID_25471,1990,1958,1,1,3,10,9980,1
ID_25487,1990,1915,0,1,1,16,103206,
ID_25511,1990,1965,0,1,5,17,5766,3
ID_25541,1990,1934,1,2,2,11,7984,
ID_25543,1990,1954,1,2,3,17,33266,2
ID_25549,1990,1953,0,2,1,16,18851,4
ID_25561,1990,1960,0,1,1,16,39919,3
ID_25564,1990,1945,0,1,3,12,39919,3
ID_25565,1990,1949,1,3,1,12,6653,4
ID_25568,1990,1960,1,1,5,16,28830,
ID_25588,1990,1956,0,1,1,13,28830,3
ID_25591,1990,1947,1,1,1,13,1774,4
ID_25614,1990,1962,1,1,1,12,33266,4
ID_25619,1990,1955,1,1,5,16,18851,3
ID_25622,1990,1957,0,3,1,4,6653,3
ID_25638,1990,1959,1,1,5,12,12197,4
ID_25643,1990,1961,1,1,1,12,1774,
ID_25662,1990,1957,0,1,1,12,3105,
ID_25668,1990,1965,0,2,5,12,9980,
ID_25685,1990,1954,0,2,1,12,28830,4
ID_25792,1990,1950,0,1,1,12,39919,
ID_25803,1990,1966,0,1,3,12,33266,4
ID_25810,1990,1958,0,1,5,11,16633,3
ID_25814,1990,1970,0,1,5,13,3992,3
ID_25843,1990,1966,0,1,1,16,21068,4
ID_25861,1990,1963,1,1,1,17,444,3
ID_25862,1990,1963,0,1,1,17,9980,
ID_25881,1990,1952,0,1,1,16,33266,3
ID_25898,1990,1947,0,1,1,12,21068,3
ID_25901,1990,1950,1,1,1,17,24395,4
ID_25948,1990,1970,1,1,5,12,6653,3
ID_25955,1990,1958,0,1,5,16,24395,4
ID_25958,1990,1954,0,1,1,14,28830,3
ID_26022,1990,1950,0,1,3,9,12197,2
ID_26034,1990,1937,0,1,1,12,28830,
ID_26063,1990,1964,0,1,5,13,12197,
ID_26076,1990,1958,0,2,5,10,4879,
ID_26115,1990,1960,1,3,1,9,7984,2
ID_26118,1990,1948,1,1,3,12,28830,4
ID_26123,1990,1961,1,2,1,12,3105,
ID_26134,1990,1965,0,1,5,12,7984,2
ID_26140,1990,1943,0,1,1,8,18851,
ID_26157,1990,1955,0,1,1,12,24395,3
ID_26177,1990,1949,0,1,5,16,21068,4
ID_26194,1990,1963,0,3,5,12,4879,3
ID_26217,1990,1965,1,1,1,10,9980,
ID_26237,1990,1968,0,1,5,12,444,3
ID_26239,1990,1945,0,1,1,12,14415,
ID_26255,1990,1952,0,1,1,14,21068,3
ID_26269,1991,1965,1,1,5,20,17757,3
ID_26280,1991,1958,1,1,4,12,22980,3
ID_26295,1991,1947,0,3,1,18,111284,4
ID_26319,1991,1956,0,1,5,16,31336,4
ID_26323,1991,1942,0,1,1,13,111284,3
ID_26332,1991,1955,1,1,1,12,6267,4
ID_26339,1991,1941,1,2,4,14,13579,
ID_26361,1991,1956,1,1,1,12,2925,
ID_26391,1991,1959,1,1,1,19,27158,4
ID_26399,1991,1957,1,2,5,12,27158,
ID_26435,1991,1971,0,1,5,9,6267,4
ID_26462,1991,1944,0,1,1,16,111284,3
ID_26470,1991,1943,1,1,3,17,27158,3
ID_26491,1991,1958,0,1,5,19,31336,4
ID_26505,1991,1951,1,1,3,17,22980,
ID_26545,1991,1933,1,1,1,11,27158,3
ID_26550,1991,1944,1,1,3,12,11490,4
ID_26571,1991,1968,1,1,5,16,13579,
ID_26594,1991,1938,0,1,1,12,31336,3
ID_26607,1991,1950,1,1,5,16,22980,
ID_26676,1991,1943,0,1,1,12,27158,4
ID_26725,1991,1938,0,1,5,20,111284,3
ID_26756,1991,1953,0,1,1,16,45959,3
ID_26774,1991,1958,1,2,5,13,9401,3
ID_26782,1991,1959,0,1,5,14,4596,3
ID_26807,1991,1970,0,1,5,13,2925,3
ID_26810,1991,1960,0,1,5,12,27158,
ID_26814,1991,1955,0,1,1,17,27158,3
ID_26816,1991,1928,1,1,1,11,11490,3
ID_26824,1991,1937,1,1,1,12,7521,3
ID_26851,1991,1953,0,1,1,14,19846,
ID_26863,1991,1948,1,1,3,13,17757,3
ID_26871,1991,1954,0,1,1,13,37603,2
ID_26879,1991,1930,1,1,2,12,418,2
ID_26882,1991,1930,0,1,1,8,19846,3
ID_26890,1991,1935,0,1,1,16,56405,2
ID_26902,1991,1969,0,1,5,11,1671,
ID_26914,1991,1944,1,1,3,18,31336,3
ID_26937,1991,1936,1,2,1,14,9401,
ID_26939,1991,1954,1,2,3,13,11490,2
ID_26977,1991,1961,0,2,1,14,27158,
ID_26981,1991,1943,1,2,2,14,418,3
ID_27001,1991,1941,1,1,3,12,4596,2
ID_27003,1991,1924,1,1,2,14,7521,4
ID_27005,1991,1956,0,1,1,9,7521,
ID_27048,1991,1955,0,1,1,12,17757,4
ID_27087,1991,1929,1,1,1,8,9401,
ID_27089,1991,1948,1,1,3,9,4596,2
ID_27137,1991,1952,1,1,1,16,22980,
ID_27141,1991,1964,1,1,1,20,19846,
ID_27146,1991,1935,0,1,3,13,13579,3
ID_27173,1991,1957,0,1,1,12,22980,3
ID_27181,1991,1953,1,1,1,16,27158,4
ID_27200,1991,1951,0,1,1,16,45959,4
ID_27205,1991,1957,1,1,3,16,27158,4
ID_27222,1991,1946,1,1,5,16,1671,
ID_27227,1991,1927,0,1,1,12,45959,
ID_27228,1991,1953,0,1,5,18,37603,4
ID_27270,1991,1968,1,1,1,12,1671,
ID_27280,1991,1957,1,1,3,14,15668,3
ID_27289,1991,1956,0,3,1,20,111284,4
ID_27290,1991,1937,0,1,1,14,45959,
ID_27294,1991,1972,1,2,5,12,1671,2
ID_27328,1991,1969,0,1,5,12,418,2
ID_27338,1991,1967,1,3,5,13,9401,
ID_27339,1991,1963,1,3,3,7,3760,2
ID_27340,1991,1956,1,3,4,12,9401,4
ID_27350,1991,1934,1,1,1,16,27158,4
ID_27354,1991,1939,1,1,3,16,27158,4
ID_27364,1991,1953,0,1,3,14,31336,2
ID_27368,1991,1958,1,1,5,16,27158,
ID_27374,1991,1940,1,1,5,15,2925,3
ID_27381,1991,1961,0,1,3,12,19846,
ID_27387,1991,1953,0,1,1,18,22980,
ID_27407,1991,1970,1,1,5,12,9401,3
ID_27423,1991,1967,1,1,5,12,1671,3
ID_27431,1991,1934,1,1,2,12,13579,4
ID_27435,1991,1963,0,1,1,14,11490,3
ID_27436,1991,1939,1,1,2,13,5432,
ID_27439,1991,1950,1,1,1,14,3760,4
ID_27449,1991,1966,0,1,1,16,11490,3
ID_27482,1991,1954,0,1,1,16,418,
ID_27494,1991,1967,1,1,5,16,22980,
ID_27529,1991,1928,0,1,1,12,5432,
ID_27559,1991,1952,1,1,3,7,1671,
ID_27560,1991,1948,0,1,1,12,11490,2
ID_27595,1991,1948,0,1,3,14,13579,
ID_27636,1991,1916,0,1,1,12,9401,
ID_27640,1991,1965,1,2,5,12,9401,3
ID_27704,1991,1954,1,1,1,14,2925,3
ID_27723,1991,1950,1,2,1,12,9401,
ID_27737,1991,1934,1,1,1,13,9401,
ID_27752,1991,1952,0,1,1,12,37603,4
ID_27763,1991,1943,1,1,1,12,2925,4
ID_27782,1991,1944,1,1,1,12,418,
ID_27791,1993,1962,0,1,3,18,53055,4
ID_27815,1993,1953,1,2,5,16,25545,4
ID_27823,1993,1959,0,3,1,12,14738,4
ID_27824,1993,1932,1,3,1,16,16703,4
ID_27829,1993,1965,0,1,1,18,29475,4
ID_27860,1993,1952,0,2,1,12,10808,
ID_27867,1993,1958,0,1,1,16,25545,
ID_27875,1993,1931,1,1,1,18,10808,
ID_27909,1993,1939,1,1,1,8,393,3
ID_27942,1993,1932,1,1,1,20,35370,
ID_27943,1993,1959,0,1,5,16,7074,4
ID_27960,1993,1961,1,1,1,12,29475,3
ID_27976,1993,1956,0,1,1,19,8843,
ID_27979,1993,1918,1,1,1,12,7074,2
ID_27985,1993,1927,0,2,2,20,53055,
ID_27994,1993,1963,1,1,1,14,14738,3
ID_28033,1993,1965,0,1,1,16,25545,4
ID_28034,1993,1962,0,1,1,16,16703,3
ID_28045,1993,1939,1,1,1,16,29475,3
ID_28056,1993,1941,1,1,4,9,16703,
ID_28065,1993,1952,1,2,3,12,16703,4
ID_28117,1993,1967,0,1,1,12,12773,4
ID_28122,1993,1928,0,1,1,14,35370,4
ID_28138,1993,1963,1,1,1,14,8843,3
ID_28147,1993,1956,0,1,1,12,43230,4
ID_28165,1993,1934,1,1,1,16,25545,
ID_28171,1993,1949,1,2,3,12,18471,3
ID_28176,1993,1950,0,2,1,13,21615,4
ID_28186,1993,1935,1,1,3,12,8843,
ID_28207,1993,1915,0,1,1,9,5109,3
ID_28290,1993,1949,1,1,3,14,29475,4
ID_28298,1993,1927,0,1,1,10,393,4
ID_28306,1993,1957,0,2,5,13,7074,
ID_28308,1993,1954,0,1,3,12,25545,
ID_28341,1993,1957,0,1,3,9,16703,3
ID_28355,1993,1941,0,1,1,14,43230,
ID_28360,1993,1969,0,1,5,12,12773,
ID_28450,1993,1947,0,2,1,11,18471,
ID_28517,1993,1965,0,3,1,9,2751,
ID_28522,1993,1975,1,1,5,11,3537,4
ID_28527,1993,1946,0,2,1,14,35370,2
ID_28532,1993,1970,1,3,5,13,1572,4
ID_28541,1993,1968,1,2,3,12,4323,4
ID_28548,1993,1947,1,1,3,11,5895,4
ID_28554,1993,1955,1,1,3,14,25545,
ID_28559,1993,1919,0,1,1,7,3537,1
ID_28577,1993,1958,0,1,1,16,25545,
ID_28585,1993,1956,1,1,5,18,18471,
ID_28610,1993,1942,0,1,1,12,43230,
ID_28616,1993,1933,1,1,1,16,100496,3
ID_28623,1993,1966,0,1,5,20,12773,4
ID_28649,1993,1961,0,1,1,12,16703,
ID_28700,1993,1950,1,2,3,12,25545,2
ID_28733,1993,1952,1,1,1,19,53055,
ID_28748,1993,1934,1,1,2,12,25545,
ID_28772,1993,1968,0,1,5,17,10808,
ID_28807,1993,1952,0,2,1,12,12773,
ID_28815,1993,1962,0,1,5,12,8843,2
ID_28828,1993,1955,1,1,1,15,25545,3
ID_28872,1993,1959,0,1,5,12,25545,4
ID_28883,1993,1958,0,1,1,13,12773,2
ID_28885,1993,1957,1,1,1,14,12773,
ID_28889,1993,1965,1,1,1,16,4323,
ID_28915,1993,1961,0,3,1,12,10808,3
ID_28924,1993,1948,0,1,4,15,21615,3
ID_28948,1993,1935,0,1,3,16,100496,3
ID_28962,1993,1962,1,1,1,12,25545,3
ID_28966,1993,1957,1,1,4,12,14738,3
ID_28969,1993,1951,0,1,1,13,53055,
ID_28971,1993,1964,0,1,1,9,18471,3
ID_28994,1993,1943,1,1,1,16,7074,3
ID_29009,1993,1969,0,1,1,11,12773,
ID_29016,1993,1967,0,1,5,14,16703,
ID_29021,1993,1933,0,1,1,13,21615,4
ID_29037,1993,1953,0,1,1,18,43230,3
ID_29052,1993,1922,1,2,2,6,1572,4
ID_29060,1993,1951,0,1,1,11,5109,
ID_29069,1993,1947,1,1,1,12,1572,3
ID_29098,1993,1946,0,1,3,16,12773,3
ID_29134,1993,1962,0,2,3,12,18471,2
ID_29139,1993,1955,0,2,4,13,10808,
ID_29166,1993,1951,1,3,3,18,43230,2
ID_29176,1993,1965,1,1,1,13,5109,
ID_29180,1993,1935,1,1,3,12,2751,2
ID_29227,1993,1957,0,1,1,10,25545,
ID_29284,1993,1955,0,1,3,10,14738,3
ID_29297,1993,1960,0,1,1,9,8843,
ID_29306,1993,1927,1,1,1,7,5109,
ID_29309,1993,1939,1,1,1,16,35370,4
ID_29329,1993,1970,0,1,5,15,7074,4
ID_29330,1993,1956,0,1,1,16,35370,2
ID_29337,1993,1967,1,1,1,17,10808,4
ID_29368,1993,1952,1,1,3,14,29475,3
ID_29383,1993,1965,0,1,1,17,35370,3
ID_29392,1994,1935,0,1,1,8,14325,
ID_29446,1994,1936,0,1,1,13,14325,3
ID_29477,1994,1950,1,1,1,7,1528,
ID_29484,1994,1957,0,3,1,20,97684,
ID_29488,1994,1937,1,2,4,12,12415,4
ID_29499,1994,1972,0,1,5,14,3438,
ID_29521,1994,1947,0,3,3,12,24830,3
ID_29525,1994,1966,1,1,5,11,14325,4
ID_29530,1994,1916,1,1,2,12,34380,
ID_29542,1994,1956,0,1,1,16,97684,
ID_29548,1994,1950,1,1,1,16,4202,
ID_29550,1994,1953,0,3,1,17,24830,3
ID_29553,1994,1937,0,2,1,13,28650,3
ID_29555,1994,1936,1,1,1,12,12415,
ID_29566,1994,1923,1,1,2,12,21010,
ID_29568,1994,1947,0,1,1,14,34380,2
ID_29580,1994,1953,1,1,1,13,24830,
ID_29584,1994,1945,0,1,3,14,51570,3
ID_29587,1994,1956,0,1,1,14,24830,3
ID_29589,1994,1966,1,1,1,13,6876,
ID_29608,1994,1953,0,1,1,19,97684,3
ID_29626,1994,1945,1,1,3,16,42020,2
ID_29649,1994,1932,1,1,1,19,34380,
ID_29658,1994,,1,3,5,13,24830,3
ID_29668,1994,1952,1,3,5,14,24830,3
ID_29672,1994,1965,0,1,5,10,8595,4
ID_29682,1994,1972,1,1,1,12,2674,
ID_29697,1994,1919,0,2,1,20,51570,3
ID_29734,1994,1970,1,2,5,12,8595,2
ID_29745,1994,1957,1,1,3,15,24830,4
ID_29754,1994,1945,1,2,1,16,21010,3
ID_29757,1994,1948,0,1,3,16,51570,
ID_29761,1994,1967,0,1,1,20,21010,4
ID_29791,1994,1967,1,2,4,10,382,3
ID_29825,1994,1941,0,1,3,12,12415,2
ID_29828,1994,1965,0,1,4,12,14325,3
ID_29840,1994,1940,0,1,3,14,8595,2
ID_29872,1994,1961,0,1,1,12,16235,
ID_29891,1994,1953,1,1,3,12,14325,2
ID_29898,1994,1963,1,2,1,13,2674,4
ID_29920,1994,1964,1,1,1,12,21010,
ID_29943,1994,1958,0,2,1,12,6876,4
ID_29950,1994,1969,1,2,1,12,10505,3
ID_29953,1994,1967,1,1,1,12,12415,
ID_29959,1994,1920,0,1,1,12,10505,
ID_29966,1994,1957,1,1,1,15,6876,3
ID_29980,1994,1952,0,1,3,16,17954,2
ID_30000,1994,1933,1,1,2,9,12415,
ID_30003,1994,1941,0,2,1,12,24830,2
ID_30029,1994,1964,0,1,1,13,34380,3
ID_30038,1994,1960,1,2,1,17,21010,3
ID_30047,1994,1965,1,2,4,15,24830,
ID_30086,1994,1952,1,1,1,12,6876,3
ID_30089,1994,1950,0,1,1,12,16235,2
ID_30108,1994,1946,0,1,1,20,97684,3
ID_30113,1994,1953,0,1,1,19,97684,3
ID_30114,1994,1940,0,1,1,16,97684,3
ID_30158,1994,1944,1,1,1,18,24830,
ID_30161,1994,1947,0,1,1,18,28650,
ID_30184,1994,1937,0,1,1,14,17954,4
ID_30206,1994,1969,1,1,3,12,5730,
ID_30214,1994,1955,1,1,3,17,28650,4
ID_30256,1994,1946,1,2,5,13,28650,4
ID_30260,1994,1965,1,1,1,12,6876,
ID_30304,1994,1966,1,1,5,15,16235,
ID_30335,1994,1948,1,1,1,16,21010,
ID_30393,1994,1959,1,1,1,14,17954,
ID_30413,1994,1955,1,1,5,12,4202,
ID_30438,1994,1961,0,1,1,16,16235,
ID_30450,1994,1963,1,1,5,16,6876,
ID_30452,1994,1967,0,1,5,12,12415,3
ID_30455,1994,1961,0,1,5,16,21010,3
ID_30524,1994,1955,0,1,1,16,28650,3
ID_30535,1994,1969,0,1,5,16,24830,4
ID_30552,1994,1970,1,1,5,12,10505,3
ID_30599,1994,1967,1,1,5,12,12415,
ID_30602,1994,1976,0,1,5,11,2674,3
ID_30623,1994,1942,1,1,4,14,28650,4
ID_30631,1994,1938,0,1,1,18,42020,3
ID_30674,1994,1962,0,1,1,14,24830,4
